,id,key,sex
7147,1723,M/1723/141149/1723-141149-0055,M
12442,7113,F/7113/86041/7113-86041-0056,F
21518,3168,M/3168/173565/3168-173565-0011,M
12893,6064,F/6064/56165/6064-56165-0009,F
5268,4160,F/4160/11549/4160-11549-0018,F
11326,1246,F/1246/124548/1246-124548-0017,F
26120,5688,F/5688/15787/5688-15787-0006,F
10362,211,F/211/122425/211-122425-0008,F
20129,4018,M/4018/107312/4018-107312-0023,M
16662,2196,F/2196/170379/2196-170379-0015,F
5975,1363,F/1363/135842/1363-135842-0023,F
10357,211,F/211/122425/211-122425-0041,F
26212,3723,M/3723/171115/3723-171115-0027,M
3309,7278,M/7278/91083/7278-91083-0025,M
18180,1069,F/1069/133699/1069-133699-0045,F
25901,5022,F/5022/29405/5022-29405-0000,F
2591,7264,M/7264/92310/7264-92310-0000,M
14887,1447,F/1447/17506/1447-17506-0017,F
25485,2159,M/2159/179156/2159-179156-0033,M
23983,8580,M/8580/287363/8580-287363-0022,M
14542,4853,F/4853/29413/4853-29413-0001,F
5607,1116,F/1116/132847/1116-132847-0027,F
6487,1926,F/1926/147987/1926-147987-0030,F
455,2952,M/2952/407/2952-407-0010,M
12094,5456,M/5456/58161/5456-58161-0021,M
20152,6529,M/6529/62556/6529-62556-0036,M
3177,426,F/426/122821/426-122821-0030,F
15261,233,M/233/134440/233-134440-0034,M
5231,4640,F/4640/19189/4640-19189-0033,F
15932,4859,M/4859/26870/4859-26870-0017,M
12788,5163,F/5163/18515/5163-18515-0018,F
1375,3526,F/3526/175658/3526-175658-0008,F
27967,5393,F/5393/19218/5393-19218-0056,F
23574,4481,F/4481/17499/4481-17499-0024,F
2145,7148,F/7148/7763/7148-7763-0025,F
20889,6385,F/6385/34655/6385-34655-0027,F
21698,3242,M/3242/67168/3242-67168-0036,M
4189,4051,F/4051/11217/4051-11217-0013,F
19951,5750,M/5750/100289/5750-100289-0074,M
14415,2391,F/2391/145015/2391-145015-0092,F
10602,8324,F/8324/286682/8324-286682-0002,F
3269,7278,M/7278/91083/7278-91083-0004,M
10597,8324,F/8324/286682/8324-286682-0006,F
13403,1841,F/1841/179183/1841-179183-0032,F
12821,6064,F/6064/56168/6064-56168-0005,F
28301,8063,M/8063/274112/8063-274112-0018,M
1960,8770,M/8770/295462/8770-295462-0019,M
21359,229,M/229/130880/229-130880-0071,M
25476,2159,M/2159/179156/2159-179156-0034,M
25537,2159,M/2159/179154/2159-179154-0024,M
52,441,F/441/128988/441-128988-0024,F
11991,5652,F/5652/39938/5652-39938-0039,F
15311,233,M/233/134440/233-134440-0005,M
2515,4406,M/4406/16882/4406-16882-0006,M
22749,7302,F/7302/86815/7302-86815-0059,F
1654,1963,F/1963/147036/1963-147036-0024,F
14667,7505,M/7505/258958/7505-258958-0029,M
21624,3807,M/3807/4955/3807-4955-0013,M
26341,911,M/911/128684/911-128684-0040,M
1310,3526,F/3526/176651/3526-176651-0016,F
14679,7505,M/7505/258958/7505-258958-0012,M
21348,229,M/229/130880/229-130880-0047,M
18815,3440,F/3440/171006/3440-171006-0008,F
21670,3807,M/3807/4923/3807-4923-0057,M
11287,163,M/163/121908/163-121908-0001,M
11089,3857,M/3857/180923/3857-180923-0008,M
19984,5750,M/5750/100289/5750-100289-0012,M
4950,2384,M/2384/152900/2384-152900-0081,M
4978,2384,M/2384/152900/2384-152900-0001,M
21792,3242,M/3242/8112/3242-8112-0025,M
22248,5104,M/5104/33406/5104-33406-0042,M
12606,5778,F/5778/12761/5778-12761-0029,F
217,6415,F/6415/100596/6415-100596-0027,F
6904,3214,M/3214/167607/3214-167607-0022,M
23331,198,F/198/209/198-209-0038,F
27989,5393,F/5393/19219/5393-19219-0012,F
8992,3830,M/3830/12530/3830-12530-0018,M
7404,7780,F/7780/274562/7780-274562-0060,F
8159,2514,M/2514/149482/2514-149482-0033,M
18981,4788,M/4788/94904/4788-94904-0037,M
7057,1034,M/1034/121119/1034-121119-0018,M
832,250,F/250/142286/250-142286-0004,F
24372,2002,M/2002/139469/2002-139469-0057,M
5925,7635,F/7635/105661/7635-105661-0018,F
25463,2159,M/2159/179156/2159-179156-0025,M
20507,40,F/40/121026/40-121026-0000,F
4301,254,M/254/27760/254-27760-0021,M
7141,1723,M/1723/141149/1723-141149-0031,M
8382,403,F/403/216/403-216-0007,F
26798,5192,M/5192/19397/5192-19397-0055,M
8224,8468,F/8468/294887/8468-294887-0030,F
23167,6454,M/6454/120342/6454-120342-0027,M
27613,909,M/909/131041/909-131041-0025,M
25405,89,F/89/219/89-219-0051,F
2157,7148,F/7148/7763/7148-7763-0033,F
1296,3526,F/3526/176651/3526-176651-0014,F
27576,909,M/909/131045/909-131045-0025,M
16087,5561,F/5561/41616/5561-41616-0026,F
17103,6209,M/6209/34599/6209-34599-0009,M
2398,5867,F/5867/48852/5867-48852-0038,F
19996,5750,M/5750/100289/5750-100289-0035,M
2377,5867,F/5867/48852/5867-48852-0006,F
13051,4830,M/4830/25898/4830-25898-0013,M
15292,233,M/233/134440/233-134440-0007,M
12542,5514,F/5514/19192/5514-19192-0006,F
19569,1502,F/1502/122619/1502-122619-0095,F
26947,8226,M/8226/274371/8226-274371-0000,M
20300,7078,F/7078/271888/7078-271888-0018,F
25049,1553,F/1553/140047/1553-140047-0000,F
27272,4088,F/4088/158077/4088-158077-0077,F
26217,3723,M/3723/171115/3723-171115-0017,M
11175,3857,M/3857/182315/3857-182315-0010,M
18644,196,M/196/122159/196-122159-0004,M
462,2952,M/2952/407/2952-407-0017,M
8367,403,F/403/216/403-216-0005,F
17007,2136,M/2136/5143/2136-5143-0037,M
6256,481,M/481/123720/481-123720-0058,M
6278,481,M/481/123720/481-123720-0036,M
992,6476,F/6476/57446/6476-57446-0044,F
6213,481,M/481/123719/481-123719-0020,M
15944,125,F/125/121342/125-121342-0035,F
3900,3436,M/3436/172171/3436-172171-0053,M
17855,2836,F/2836/5354/2836-5354-0020,F
10256,211,F/211/122442/211-122442-0081,F
12410,7113,F/7113/86041/7113-86041-0019,F
22524,4297,F/4297/13009/4297-13009-0012,F
15683,6078,F/6078/54013/6078-54013-0052,F
12718,5163,F/5163/39921/5163-39921-0008,F
24211,5789,F/5789/57195/5789-57195-0002,F
7941,6925,M/6925/80680/6925-80680-0007,M
15953,125,F/125/121342/125-121342-0021,F
15954,125,F/125/121342/125-121342-0005,F
27976,5393,F/5393/19218/5393-19218-0035,F
14748,7505,M/7505/258964/7505-258964-0005,M
14217,5049,M/5049/25947/5049-25947-0117,M
26888,8226,M/8226/274369/8226-274369-0020,M
16860,4813,M/4813/248638/4813-248638-0048,M
18833,3440,F/3440/171006/3440-171006-0006,F
23081,6454,M/6454/107462/6454-107462-0030,M
16961,2136,M/2136/5140/2136-5140-0022,M
28477,8425,M/8425/246962/8425-246962-0030,M
8097,2514,M/2514/149482/2514-149482-0090,M
17040,2136,M/2136/5143/2136-5143-0032,M
9502,200,F/200/126784/200-126784-0020,F
747,5703,M/5703/47198/5703-47198-0015,M
9818,8051,F/8051/295385/8051-295385-0025,F
1708,1963,F/1963/142393/1963-142393-0047,F
3337,7278,M/7278/246956/7278-246956-0023,M
3154,426,F/426/122821/426-122821-0000,F
13267,332,M/332/128985/332-128985-0080,M
27815,2289,M/2289/152253/2289-152253-0023,M
26508,27,M/27/124992/27-124992-0047,M
26493,27,M/27/124992/27-124992-0054,M
1608,1081,M/1081/125237/1081-125237-0023,M
13087,4830,M/4830/25904/4830-25904-0050,M
19220,669,F/669/129061/669-129061-0027,F
23050,322,F/322/124147/322-124147-0072,F
7760,2911,M/2911/15084/2911-15084-0001,M
26227,3723,M/3723/171115/3723-171115-0013,M
9375,1867,M/1867/154071/1867-154071-0009,M
5846,7635,F/7635/105409/7635-105409-0047,F
19016,4788,M/4788/94904/4788-94904-0013,M
22518,4297,F/4297/13009/4297-13009-0054,F
1012,6476,F/6476/57446/6476-57446-0065,F
1381,3526,F/3526/175658/3526-175658-0031,F
24248,5789,F/5789/57158/5789-57158-0024,F
27855,2289,M/2289/152254/2289-152254-0026,M
27458,7367,M/7367/86737/7367-86737-0027,M
11529,5808,M/5808/48608/5808-48608-0041,M
9233,4014,M/4014/186176/4014-186176-0003,M
18049,696,F/696/93314/696-93314-0022,F
25564,2159,M/2159/179154/2159-179154-0008,M
12275,887,F/887/123290/887-123290-0007,F
10647,328,F/328/129766/328-129766-0075,F
22073,2518,M/2518/154825/2518-154825-0023,M
23915,1235,M/1235/135883/1235-135883-0029,M
6354,103,F/103/1240/103-1240-0017,F
9588,8797,M/8797/294123/8797-294123-0056,M
28159,2691,F/2691/156750/2691-156750-0033,F
4220,254,M/254/127705/254-127705-0013,M
8849,150,F/150/126112/150-126112-0011,F
11579,5808,M/5808/48608/5808-48608-0022,M
2232,2007,F/2007/132570/2007-132570-0052,F
27309,4088,F/4088/158077/4088-158077-0031,F
13223,7067,M/7067/76047/7067-76047-0004,M
27656,909,M/909/131044/909-131044-0016,M
24721,7059,F/7059/77897/7059-77897-0031,F
8086,2514,M/2514/149482/2514-149482-0030,M
22363,39,F/39/121914/39-121914-0024,F
11169,3857,M/3857/182315/3857-182315-0016,M
26435,27,M/27/123349/27-123349-0007,M
22418,39,F/39/121915/39-121915-0011,F
7540,3947,F/3947/13262/3947-13262-0014,F
6397,103,F/103/1241/103-1241-0000,F
20470,8238,F/8238/283452/8238-283452-0047,F
4784,2989,F/2989/138028/2989-138028-0057,F
17271,6181,M/6181/216552/6181-216552-0054,M
8379,403,F/403/216/403-216-0000,F
20766,3235,F/3235/28433/3235-28433-0017,F
4565,201,M/201/122255/201-122255-0020,M
24373,2002,M/2002/139469/2002-139469-0043,M
54,441,F/441/128988/441-128988-0000,F
19461,6880,M/6880/216547/6880-216547-0098,M
19498,6880,M/6880/216547/6880-216547-0053,M
2017,8770,M/8770/295465/8770-295465-0011,M
10757,6147,F/6147/34605/6147-34605-0015,F
12278,887,F/887/123290/887-123290-0011,F
19058,3486,M/3486/166424/3486-166424-0063,M
16985,2136,M/2136/5147/2136-5147-0012,M
17306,6181,M/6181/216552/6181-216552-0051,M
3130,625,M/625/132118/625-132118-0002,M
2219,2007,F/2007/132570/2007-132570-0025,F
26441,27,M/27/123349/27-123349-0003,M
16818,4813,M/4813/248638/4813-248638-0044,M
5644,458,M/458/126290/458-126290-0012,M
12674,5778,F/5778/54535/5778-54535-0020,F
7063,1034,M/1034/121119/1034-121119-0019,M
2965,4362,F/4362/15663/4362-15663-0021,F
9097,8108,M/8108/280359/8108-280359-0003,M
22768,7302,F/7302/86815/7302-86815-0006,F
14846,2092,F/2092/145706/2092-145706-0045,F
713,5703,M/5703/47198/5703-47198-0043,M
18084,2843,M/2843/152918/2843-152918-0090,M
1955,8770,M/8770/295462/8770-295462-0017,M
177,6415,F/6415/111615/6415-111615-0024,F
8050,8975,F/8975/270782/8975-270782-0039,F
22154,2182,F/2182/181183/2182-181183-0006,F
7316,7780,F/7780/274562/7780-274562-0067,F
14857,2092,F/2092/145706/2092-145706-0058,F
19527,1502,F/1502/122619/1502-122619-0045,F
13756,7794,F/7794/295948/7794-295948-0007,F
2415,4406,M/4406/16883/4406-16883-0049,M
7846,2911,M/2911/7601/2911-7601-0039,M
23507,4898,M/4898/20016/4898-20016-0013,M
770,5703,M/5703/47212/5703-47212-0048,M
4714,2989,F/2989/138035/2989-138035-0055,F
21051,460,M/460/172359/460-172359-0013,M
10928,1594,M/1594/135914/1594-135914-0026,M
9427,1867,M/1867/154075/1867-154075-0041,M
8641,26,M/26/495/26-495-0055,M
10751,6147,F/6147/34605/6147-34605-0010,F
3793,3112,F/3112/9555/3112-9555-0079,F
9669,8797,M/8797/294123/8797-294123-0082,M
5409,7190,M/7190/90543/7190-90543-0031,M
1619,1081,M/1081/128618/1081-128618-0002,M
25778,302,F/302/123516/302-123516-0032,F
4483,60,M/60/121082/60-121082-0088,M
10110,4214,F/4214/7146/4214-7146-0077,F
917,250,F/250/140277/250-140277-0008,F
15988,125,F/125/121124/125-121124-0021,F
28399,87,F/87/121553/87-121553-0049,F
12531,5514,F/5514/19192/5514-19192-0009,F
19944,5750,M/5750/100289/5750-100289-0068,M
21326,229,M/229/130880/229-130880-0013,M
2446,4406,M/4406/16883/4406-16883-0027,M
7682,7178,F/7178/34644/7178-34644-0003,F
18359,248,F/248/130652/248-130652-0009,F
12584,5514,F/5514/19193/5514-19193-0014,F
9975,3240,M/3240/131231/3240-131231-0077,M
7462,2817,F/2817/142371/2817-142371-0078,F
4773,2989,F/2989/138028/2989-138028-0049,F
4211,4051,F/4051/11217/4051-11217-0028,F
20591,40,F/40/222/40-222-0021,F
21562,3168,M/3168/173564/3168-173564-0032,M
3461,118,M/118/47824/118-47824-0040,M
22036,2518,M/2518/154826/2518-154826-0009,M
13386,1841,F/1841/159771/1841-159771-0028,F
16225,78,M/78/369/78-369-0006,M
13046,4830,M/4830/25898/4830-25898-0016,M
16807,1898,F/1898/145724/1898-145724-0016,F
395,2952,M/2952/410/2952-410-0039,M
14214,5049,M/5049/25947/5049-25947-0083,M
22628,8465,F/8465/246947/8465-246947-0007,F
27430,839,M/839/130898/839-130898-0064,M
20994,7511,F/7511/102420/7511-102420-0047,F
28278,8063,M/8063/274112/8063-274112-0033,M
6440,1926,F/1926/147979/1926-147979-0018,F
26735,3879,F/3879/173592/3879-173592-0006,F
275,307,M/307/127535/307-127535-0001,M
16996,2136,M/2136/5147/2136-5147-0015,M
23114,6454,M/6454/93938/6454-93938-0005,M
1842,8312,F/8312/279790/8312-279790-0009,F
22623,8465,F/8465/246942/8465-246942-0012,F
18844,4397,M/4397/15668/4397-15668-0036,M
5463,7190,M/7190/90542/7190-90542-0047,M
9474,200,F/200/126784/200-126784-0006,F
7708,7178,F/7178/34644/7178-34644-0043,F
16637,2196,F/2196/174172/2196-174172-0023,F
7020,1034,M/1034/121119/1034-121119-0042,M
27847,2289,M/2289/152257/2289-152257-0009,M
5367,4160,F/4160/11550/4160-11550-0009,F
27177,8629,M/8629/261139/8629-261139-0024,M
15897,4859,M/4859/22176/4859-22176-0017,M
20621,7517,F/7517/100429/7517-100429-0025,F
17992,696,F/696/93314/696-93314-0054,F
1112,6531,F/6531/61334/6531-61334-0043,F
23390,198,F/198/126831/198-126831-0038,F
979,6476,F/6476/57446/6476-57446-0057,F
23648,1355,M/1355/39947/1355-39947-0009,M
15579,8088,M/8088/284756/8088-284756-0088,M
1385,3526,F/3526/175658/3526-175658-0002,F
22121,2182,F/2182/181173/2182-181173-0001,F
4842,5322,M/5322/7678/5322-7678-0015,M
4753,2989,F/2989/138028/2989-138028-0063,F
8673,26,M/26/496/26-496-0018,M
26620,298,F/298/126790/298-126790-0036,F
14288,5049,M/5049/25947/5049-25947-0090,M
14955,1447,F/1447/130551/1447-130551-0005,F
9416,1867,M/1867/154071/1867-154071-0002,M
14872,1447,F/1447/17506/1447-17506-0031,F
13593,5463,M/5463/39173/5463-39173-0039,M
3644,4195,F/4195/17507/4195-17507-0025,F
7072,1034,M/1034/121119/1034-121119-0095,M
18674,196,M/196/122152/196-122152-0011,M
23526,4898,M/4898/20016/4898-20016-0012,M
1597,1081,M/1081/125237/1081-125237-0105,M
17922,2836,F/2836/5355/2836-5355-0041,F
8125,2514,M/2514/149482/2514-149482-0037,M
24317,2002,M/2002/139469/2002-139469-0025,M
17896,2836,F/2836/5355/2836-5355-0006,F
5354,4160,F/4160/11550/4160-11550-0006,F
4774,2989,F/2989/138028/2989-138028-0011,F
845,250,F/250/142286/250-142286-0003,F
22516,4297,F/4297/13009/4297-13009-0019,F
15154,5339,F/5339/14134/5339-14134-0033,F
1979,8770,M/8770/295462/8770-295462-0039,M
13282,332,M/332/128985/332-128985-0066,M
1507,1081,M/1081/125237/1081-125237-0112,M
15854,4859,M/4859/29340/4859-29340-0018,M
14061,7226,M/7226/86965/7226-86965-0006,M
13052,4830,M/4830/25898/4830-25898-0011,M
21754,3242,M/3242/67153/3242-67153-0016,M
19310,1743,M/1743/142914/1743-142914-0010,M
15503,8088,M/8088/284756/8088-284756-0106,M
15495,8088,M/8088/284756/8088-284756-0095,M
27610,909,M/909/131045/909-131045-0031,M
24974,8419,M/8419/293469/8419-293469-0006,M
26407,27,M/27/123349/27-123349-0010,M
12912,8095,M/8095/274348/8095-274348-0014,M
3562,445,M/445/123860/445-123860-0022,M
14470,4853,F/4853/27670/4853-27670-0031,F
22736,7302,F/7302/86815/7302-86815-0033,F
12134,5456,M/5456/24741/5456-24741-0024,M
14324,5049,M/5049/25947/5049-25947-0088,M
2474,4406,M/4406/16882/4406-16882-0051,M
16238,78,M/78/369/78-369-0042,M
22255,5104,M/5104/33406/5104-33406-0007,M
17441,32,F/32/4137/32-4137-0000,F
2344,5867,F/5867/48852/5867-48852-0034,F
27984,5393,F/5393/19219/5393-19219-0031,F
16032,125,F/125/121124/125-121124-0030,F
28312,8063,M/8063/274112/8063-274112-0028,M
18338,248,F/248/130697/248-130697-0012,F
15896,4859,M/4859/22176/4859-22176-0015,M
12250,887,F/887/123290/887-123290-0017,F
24779,7059,F/7059/77900/7059-77900-0019,F
18714,196,M/196/122150/196-122150-0026,M
1565,1081,M/1081/125237/1081-125237-0096,M
15836,226,F/226/131532/226-131532-0012,F
11510,7800,F/7800/283478/7800-283478-0019,F
6736,311,M/311/124404/311-124404-0018,M
20067,4018,M/4018/107338/4018-107338-0005,M
22703,7302,F/7302/86815/7302-86815-0016,F
10291,211,F/211/122442/211-122442-0063,F
13917,1263,F/1263/141777/1263-141777-0008,F
6685,311,M/311/124404/311-124404-0022,M
23990,8580,M/8580/287363/8580-287363-0028,M
27715,1088,F/1088/134318/1088-134318-0009,F
17170,5678,M/5678/43301/5678-43301-0018,M
10521,8324,F/8324/286683/8324-286683-0031,F
22866,3259,F/3259/158083/3259-158083-0125,F
24692,7059,F/7059/88364/7059-88364-0027,F
15187,5339,F/5339/14134/5339-14134-0064,F
20462,8238,F/8238/283452/8238-283452-0030,F
22757,7302,F/7302/86815/7302-86815-0060,F
984,6476,F/6476/57446/6476-57446-0076,F
18457,8123,F/8123/275216/8123-275216-0033,F
3230,426,F/426/122819/426-122819-0023,F
11804,1992,F/1992/141719/1992-141719-0004,F
5292,4160,F/4160/11549/4160-11549-0028,F
28342,87,F/87/121553/87-121553-0042,F
10516,6081,M/6081/41998/6081-41998-0043,M
23021,322,F/322/124147/322-124147-0039,F
6708,311,M/311/124404/311-124404-0081,M
12725,5163,F/5163/39921/5163-39921-0007,F
6723,311,M/311/124404/311-124404-0092,M
17350,6181,M/6181/216552/6181-216552-0026,M
2938,4362,F/4362/15663/4362-15663-0093,F
28354,87,F/87/121553/87-121553-0034,F
5901,7635,F/7635/105409/7635-105409-0069,F
12892,6064,F/6064/56165/6064-56165-0025,F
15521,8088,M/8088/284756/8088-284756-0025,M
188,6415,F/6415/111615/6415-111615-0004,F
26543,298,F/298/126791/298-126791-0043,F
5839,7635,F/7635/105409/7635-105409-0014,F
1295,3526,F/3526/176651/3526-176651-0018,F
10966,1594,M/1594/135914/1594-135914-0023,M
4880,5322,M/5322/7680/5322-7680-0010,M
24634,8098,M/8098/278252/8098-278252-0001,M
12113,5456,M/5456/58161/5456-58161-0005,M
7325,7780,F/7780/274562/7780-274562-0085,F
21037,460,M/460/172359/460-172359-0016,M
1908,8312,F/8312/279791/8312-279791-0035,F
4750,2989,F/2989/138035/2989-138035-0002,F
20015,7312,M/7312/92432/7312-92432-0016,M
6734,311,M/311/124404/311-124404-0097,M
3246,426,F/426/122822/426-122822-0028,F
15250,5339,F/5339/14133/5339-14133-0044,F
2916,6437,M/6437/66173/6437-66173-0001,M
27628,909,M/909/131041/909-131041-0015,M
12780,5163,F/5163/18515/5163-18515-0033,F
18847,4397,M/4397/15668/4397-15668-0016,M
24882,3982,F/3982/182255/3982-182255-0011,F
3839,3112,F/3112/9554/3112-9554-0023,F
28363,87,F/87/121553/87-121553-0014,F
17849,2836,F/2836/5354/2836-5354-0034,F
26148,5688,F/5688/15787/5688-15787-0022,F
9609,8797,M/8797/294123/8797-294123-0000,M
9608,8797,M/8797/294123/8797-294123-0078,M
22969,322,F/322/124146/322-124146-0000,F
6164,1455,M/1455/134435/1455-134435-0014,M
12299,3983,F/3983/5371/3983-5371-0010,F
14438,2391,F/2391/145015/2391-145015-0033,F
14901,1447,F/1447/17506/1447-17506-0020,F
13111,4830,M/4830/25904/4830-25904-0028,M
9747,374,M/374/180298/374-180298-0011,M
15551,8088,M/8088/284756/8088-284756-0066,M
19562,1502,F/1502/122619/1502-122619-0066,F
8216,8468,F/8468/294887/8468-294887-0034,F
25334,89,F/89/218/89-218-0057,F
5239,4640,F/4640/19189/4640-19189-0002,F
2992,4362,F/4362/15663/4362-15663-0034,F
19473,6880,M/6880/216547/6880-216547-0058,M
5575,1116,F/1116/132851/1116-132851-0019,F
20678,7517,F/7517/100437/7517-100437-0021,F
27873,2289,M/2289/152254/2289-152254-0017,M
1490,8630,M/8630/305213/8630-305213-0015,M
5214,4640,F/4640/19187/4640-19187-0031,F
11817,7402,M/7402/59171/7402-59171-0045,M
5102,1334,M/1334/135589/1334-135589-0008,M
9741,374,M/374/180298/374-180298-0027,M
28362,87,F/87/121553/87-121553-0019,F
4271,254,M/254/12312/254-12312-0016,M
11924,5652,F/5652/19215/5652-19215-0011,F
21010,7511,F/7511/102420/7511-102420-0013,F
8055,8975,F/8975/270782/8975-270782-0113,F
13630,5463,M/5463/39174/5463-39174-0042,M
1992,8770,M/8770/295465/8770-295465-0034,M
24837,3982,F/3982/178459/3982-178459-0038,F
24400,8014,F/8014/112586/8014-112586-0002,F
16034,125,F/125/121124/125-121124-0023,F
10295,211,F/211/122442/211-122442-0027,F
27574,909,M/909/131045/909-131045-0008,M
16510,4680,F/4680/16026/4680-16026-0033,F
16164,5561,F/5561/41615/5561-41615-0022,F
1041,6476,F/6476/57446/6476-57446-0030,F
4037,587,F/587/41619/587-41619-0023,F
21919,412,M/412/126975/412-126975-0082,M
26586,298,F/298/126791/298-126791-0027,F
10225,19,F/19/198/19-198-0013,F
11761,1992,F/1992/141719/1992-141719-0015,F
13564,5463,M/5463/39173/5463-39173-0005,M
2958,4362,F/4362/15663/4362-15663-0090,F
28293,8063,M/8063/274112/8063-274112-0025,M
21532,3168,M/3168/173565/3168-173565-0059,M
13126,4830,M/4830/25904/4830-25904-0008,M
22067,2518,M/2518/154825/2518-154825-0008,M
1997,8770,M/8770/295465/8770-295465-0027,M
12832,6064,F/6064/300880/6064-300880-0019,F
27498,7367,M/7367/86737/7367-86737-0100,M
268,307,M/307/127535/307-127535-0032,M
8610,26,M/26/495/26-495-0041,M
1203,6848,M/6848/252322/6848-252322-0012,M
20420,8238,F/8238/274553/8238-274553-0007,F
27918,2289,M/2289/152258/2289-152258-0005,M
23506,4898,M/4898/20016/4898-20016-0016,M
1751,1963,F/1963/142776/1963-142776-0014,F
16375,3699,M/3699/19402/3699-19402-0009,M
26502,27,M/27/124992/27-124992-0053,M
8970,3830,M/3830/12529/3830-12529-0003,M
4673,201,M/201/127786/201-127786-0057,M
15926,4859,M/4859/26870/4859-26870-0010,M
8005,8975,F/8975/270782/8975-270782-0019,F
22279,5104,M/5104/33406/5104-33406-0040,M
11453,7800,F/7800/283492/7800-283492-0034,F
10588,8324,F/8324/286682/8324-286682-0033,F
8755,4441,M/4441/76250/4441-76250-0031,M
5905,7635,F/7635/105661/7635-105661-0028,F
20520,40,F/40/121026/40-121026-0026,F
14908,1447,F/1447/130552/1447-130552-0019,F
14183,3607,M/3607/135982/3607-135982-0023,M
15415,1578,F/1578/6379/1578-6379-0029,F
25236,6818,F/6818/76332/6818-76332-0032,F
14040,7226,M/7226/86964/7226-86964-0034,M
754,5703,M/5703/47198/5703-47198-0053,M
24647,8098,M/8098/278278/8098-278278-0029,M
7108,1723,M/1723/141149/1723-141149-0041,M
13280,332,M/332/128985/332-128985-0079,M
12714,5163,F/5163/39921/5163-39921-0015,F
12065,5456,M/5456/62043/5456-62043-0001,M
